id,dataset,scene_name,question_type,question,ground_truth,options
405,arkitscenes,47331319,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",94,
406,arkitscenes,47331331,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",242,
407,arkitscenes,47331331,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",79,
408,arkitscenes,47331336,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",55,
409,arkitscenes,47331644,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",196,
410,arkitscenes,47331654,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",86,
411,arkitscenes,47331654,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",62,
412,arkitscenes,47331654,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",136,
413,arkitscenes,47331654,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",25,
414,arkitscenes,47331668,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",201,
415,arkitscenes,47331668,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",51,
416,arkitscenes,47331668,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",91,
417,arkitscenes,47331668,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",74,
418,arkitscenes,47331970,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",203,
419,arkitscenes,47331970,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",84,
420,arkitscenes,47331970,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",139,
421,arkitscenes,47331972,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",144,
422,arkitscenes,47331972,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",141,
423,arkitscenes,47331972,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",95,
424,arkitscenes,47331972,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",202,
425,arkitscenes,47331972,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",176,
426,arkitscenes,47331990,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",213,
427,arkitscenes,47331990,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",112,
428,arkitscenes,47332005,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",84,
429,arkitscenes,47332005,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",103,
430,arkitscenes,47332886,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",123,
431,arkitscenes,47332886,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",60,
432,arkitscenes,47332899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",207,
433,arkitscenes,47332899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",123,
434,arkitscenes,47332899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",71,
435,arkitscenes,47332899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",49,
436,arkitscenes,47332901,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",73,
437,arkitscenes,47332901,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",188,
438,arkitscenes,47332908,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",140,
439,arkitscenes,47332908,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",87,
440,arkitscenes,47332918,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",209,
441,arkitscenes,47332918,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",144,
442,arkitscenes,47333436,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",223,
443,arkitscenes,47333436,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",95,
444,arkitscenes,47333441,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",75,
445,arkitscenes,47333441,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",78,
446,arkitscenes,47333441,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",87,
447,arkitscenes,47333441,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",40,
448,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",70,
449,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",191,
450,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",164,
451,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",66,
452,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",78,
453,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",79,
454,arkitscenes,47333457,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",36,
455,arkitscenes,47333899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",165,
456,arkitscenes,47333899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",67,
457,arkitscenes,47333899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",91,
458,arkitscenes,47333899,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",99,
459,arkitscenes,47333918,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",47,
460,arkitscenes,47333918,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",47,
461,arkitscenes,47333924,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",138,
462,arkitscenes,47333924,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",85,
463,arkitscenes,47333932,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",190,
464,arkitscenes,47333932,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",113,
465,arkitscenes,47333932,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",43,
466,arkitscenes,47333940,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",96,
467,arkitscenes,47334096,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",76,
468,arkitscenes,47334096,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",179,
469,arkitscenes,47334096,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",86,
470,arkitscenes,47334096,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",58,
471,arkitscenes,47334103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",66,
472,arkitscenes,47334103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",90,
473,arkitscenes,47334103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",184,
474,arkitscenes,47334103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",139,
475,arkitscenes,47334103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",164,
476,arkitscenes,47334107,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",83,
477,arkitscenes,47334107,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",54,
478,arkitscenes,47334107,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",161,
479,arkitscenes,47334107,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",203,
480,arkitscenes,47334117,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",75,
481,arkitscenes,47334117,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",216,
482,arkitscenes,47334117,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",101,
483,arkitscenes,47334117,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",107,
484,arkitscenes,47334238,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",41,
485,arkitscenes,47334239,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",165,
486,arkitscenes,47334239,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",85,
487,arkitscenes,47334239,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",83,
488,arkitscenes,47334239,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",40,
489,arkitscenes,47334254,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",58,
490,arkitscenes,47334362,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",111,
491,arkitscenes,47334362,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",82,
492,arkitscenes,47334372,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",134,
493,arkitscenes,47334372,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",84,
494,arkitscenes,47334380,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",63,
495,arkitscenes,47334380,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",158,
496,arkitscenes,47334380,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",113,
497,arkitscenes,47429904,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",129,
498,arkitscenes,47429912,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",53,
499,arkitscenes,47429912,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",193,
500,arkitscenes,47429922,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",213,
501,arkitscenes,47429922,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",101,
502,arkitscenes,47429922,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",80,
503,arkitscenes,47429977,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",96,
504,arkitscenes,47429977,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",58,
505,arkitscenes,47429977,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",114,
506,arkitscenes,47429992,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",138,
507,arkitscenes,47429992,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",58,
508,arkitscenes,47429998,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",221,
509,arkitscenes,47430007,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",168,
510,arkitscenes,47430007,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",51,
511,arkitscenes,47430007,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",84,
512,arkitscenes,47430023,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",140,
513,arkitscenes,47430034,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",205,
514,arkitscenes,47430034,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",46,
515,arkitscenes,47430034,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",80,
516,arkitscenes,47430038,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",168,
517,arkitscenes,47430038,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",58,
518,arkitscenes,47430038,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",72,
519,arkitscenes,47430048,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",135,
520,arkitscenes,47430048,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",81,
521,arkitscenes,47430048,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",74,
522,arkitscenes,47430422,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",56,
523,arkitscenes,47430422,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",83,
524,arkitscenes,47430422,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",149,
525,arkitscenes,47430468,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",100,
526,arkitscenes,47430468,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",41,
527,arkitscenes,47430468,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",59,
528,arkitscenes,47430468,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",201,
529,arkitscenes,47430475,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",211,
